Name,Address,Mobile,Website,Email,Products
"Interine Components Co., Ltd.","No. 05-08, 33/F West Block, AVIC Ctr, No. 1018, Huafu Rd, Huahang Comm, Huaqiang North Str, Futian Distr, 518031 Shenzhen, China",,https://www.interine.com,priscilla.li@interinehk.com,"Field effect transistors (MOSFETs), IGBTs"
Interlink Electronics Inc.,"15707 Rockfiled Blvd, Irvine, CA 92618, USA",,https://www.interlinkelectronics.com,sales@iesensors.com,"AC / DC power supplies, open frame, Printed, flexible sensors, Hydrogen, Ozone, Carbon monoxide, Piezo electrical, Force, torque, torsion, stress"
Intermas-Elcom GmbH,"Daimlerweg 6, 64293 Darmstadt, Germany",,http://www.intermas-el.com,info@intermas-el.com,"Automation (A), Power Electronics and Energy Technology (PE), Front panels, customized, 19"" inserts and housings, 19"" frames, 19"" accessories, Housings, RF-resistant, Individual housings, RF-shielded housings, Circuit boxes, Fan inserts, Metal housings for connectors"
"Interquip Electronics Co., Ltd.","2-16 Wo Liu Hang Road Flat A, 9th Floor, On Shing Industrial Building, 999077 Fotan, Hong Kong (Special Administrative Region)",,http://www.interquip.com,iqlsales@interquip-chinasz.com,"Inductors, miscellaneous"
Inter-Spitzen AG I FRTI,"Flurhofstrasse 150, 9000 St Gallen, Switzerland",,https://www.frti.ch,hello@frti.ch,"Small-batch manufacturing, Flexible circuits, Smart textiles"
Inventec Performance Chemicals,"26, rue des Coulons, 94363 Bry sur Marne, France",+49 172 6999231,https://www.inventec.dehon.com,contact@inventec.dehon.com,"Cleaning Chemicals; Solvents; Strippers, Surface protection material; coatings, Sealants; Adhesives; Finishes, Defect; Particle; Bump; Contamination Detection, Review or Inspection, Etch; Strip; Cleaning Service, Failure Analysis and other Analytical Services, Nanotechnology Materials, Adhesives; Epoxies; Die Attach Compounds; Under fill Materials; Conductive & Non-Conductive, Solder; Solder Balls and other Soldering Materials, Thermal Interface Materials; Heat Sinks, Thick Film Pastes; Materials, Thin Film; Dielectric Film Materials, Materials: Inks, pastes, printing, Materials: Inorganic, Materials: Organic, Materials: Other"
Invest Moldova Agency,"Eugen Doga 2, 2005 Chisinau, Moldova, Republic",,https://www.invest.gov.md/,office@invest.gov.md,"Economic development agencies, Consulting, Research organizations / institutes, Industrial clusters"
I-PEX Europe,"17 rue de l'etang, BP54298 Tremblay-en-France, 95958 Roissy Charles de Gaulle Cedex, France",,http://www.i-pex.com,info_eu@i-pex.com,"Integrated optical products, miscellaneous"
IPTE Factory Automation n.v.,"Geleenlaan 5, 3600 Genk, Belgium",+32 496 811242,https://www.ipte.com,info@ipte.com,"Electronics assembly and packaging, Test-program creation, Testing services, electronic components, Burn-in equipment"
IQD Frequency Products Ltd,"Station Road, Crewkerne, Somerset TA18 8AR, Great Britain",,https://www.iqdfrequencyproducts.com,info@iqdfrequencyproducts.com,"Automotive (AE), Healthcare/Wearables (HW), Internet of Things (IoT) (I), Smart Home/Building/Infrastructure (SH), Crystal oscillators, VCXO modules, TCXO modules, OCXO modules, Crystal oscillators, miscellaneous, SMD oscillators, Tuning-fork oscillators, Clock oscillators, Voltage-controlled oscillators (VCOs)"
IQRF Alliance z.s.,"Prumyslová 1275, 506 01 Jicín, Czech Republic",,https://www.iqrfalliance.org,office@iqrfalliance.org,"Smart lighting, Wireless transceiver ICs, Wireless sensors, Wireless automation"
IQRF Tech s.r.o.,"Prumyslova 1275, 506 01 Jicin, Czech Republic",,https://www.iqrf.org,sales@iqrf.org,"Smart lighting, Wireless transceiver ICs, Smart home / smart buildings, Wireless IoT"
Irida Labs SA,"Kato-Ano Kastritsiou 4 Magoula, Rio, 26504 Patras, Greece",,https://www.iridalabs.com,cnd_irida@iridalabs.com,"Software design, System design, Systems integration"
IRISO Electronics Europe GmbH,"Zettachring 10, 70567 Stuttgart, Germany",,http://www.iriso.de,info_eu@irisoele.com,"5G/6G (G), Automation (A), Electro-Mobility (E), Fine-pitch connectors (board-to-board connectors), PCB connectors, Zero-force plug-in connectors (ZIF), Foil-type plug-in connectors, SMD print connectors 0.635 mm pitch"
Ironwood Electronics Inc.,"1335 Eagandale Court Eagan, Eagan, MN 55121, USA",,http://www.ironwoodelectronics.com,info@ironwoodelectronics.com,"Automotive (AE), Electronics for aviation, aerospace and defence (D), IC sockets, IC footprint converters, Ball-grid array sockets, Adapters for component testing"
Isabellenhütte Heusler GmbH & Co. KG,"Eibacher Weg 3-5, 35683 Dillenburg, Germany",,https://www.isabellenhuette.com,info@isabellenhuette.com,"Voltage, current"
iseg Spezialelektronik GmbH,"Bautzner Landstr. 23, 01454 Radeberg/OT Rossendorf, Germany",,http://www.iseg-hv.com,sales@iseg-hv.de,"AC/DC power supplies, single / multiple phase, AC / DC power supplies, open frame, DC/DC converter, low power <100W, AC/DC power supplies for medical application, Programmable power supplies, System power supplies, Lab power supplies, Power supplies, high-voltage, Mains power devices, application-specific"
iSentek Inc.,"21F-4, No. 77, Sec. 1, Xintai 5th Rd., Xizhi Dist., New Taipei City 22101, Taiwan",,http://www.isentek.com,suenguyen@isentek.com,"Magnetic, Angle, location, Position, contour (2D / 3D), GPS positioning systems"
ISO-ELEKTRA Elektrochemische Fabrik GmbH,"Im Mühlenfeld 5, 31008 Elze, Germany",,https://www.iso-elektra.de,info@iso-elektra.de,"Accessories, miscellaneous, Accessories, miscellaneous"
Isola GmbH,"Isolastr. 2, 52353 Düren, Germany",,http://www.isola-group.com,info-dur@isola-group.com,"Circuit carriers, thermally conductive, Thermal interface materials"
IS Rayfast,"Lydiard Fields, Great Western Way 2, Swindon, Wiltshire SN5 8UB, Great Britain",,https://www.is-rayfast.com,sales@rayfast.com,"Electronics for aviation, aerospace and defence (D), Medical electronics (M), Power Electronics and Energy Technology (PE), Renewable energies/Photovoltaics (P), Continuity accessories, Elastomers, electrical / thermal conducting, Shrink-wrap hoses, Accessories, miscellaneous, Customized cables, Shielded cables, Wire / cables / leads, miscellaneous, Cables, miscellaneous"
ITANCIA,"Le Hameau des Landes, La Jubaudière, 49510 Beaupreau en Mauges, France",,,c.lefevre@itancia.com,
"ITECH Electronic Co., Ltd.","No. 918, Zhongzheng Rd., Zhonghe Dist., New Taipei City 23586, Taiwan",,https://www.itechate.com,info@itechate.com,"AC/DC power supplies, single / multiple phase"
ITT Cannon,"Cannonstr. 1, 71384 Weinstadt, Germany",,https://www.ittcannon.com,ics.communications@itt.com,"Electro-Mobility (E), Power Electronics and Energy Technology (PE), MIL connectors, Connectors, miscellaneous, D subminiature connectors, Standardized connectors, miscellaneous"
iwis smart connect GmbH,"Aggensteinstraße 8-10, 87669 Rieden am Forggensee, Germany",+49 8362 9122-0,https://www.smartconnect.iwis.com,marc-michael.enzensperger@iwis.com,"Automotive (AE), Electro-Mobility (E), Power Electronics and Energy Technology (PE), Plug-in connectors for press-fit applications, Plug-in connectors for insulation displacement assembly, PCB connectors, Battery plug-in connectors, Contact elements / modules, Soldered connection elements, Press-fit connectors"
J2 Sourcing AB,"Kantyxegatan 29, 21376 Malmö, Sweden",,https://www.j2sourcing.com,info@j2sourcing.com,Distribution
Jabil Procurement and Supply Chain Services,"Dr M.L.K. Jr St N, St. Petersburg 10560, USA",+44 7919200632,https://www.Jabil.com/SCservices,jenni@nutshellcreative.co.uk,"Consulting, Technology transfer, Joint ventures, Financial services / risk capital, Hardware design, Production services, Project assistance, Distribution, Obsolescence / inventory management, Kitting, Other services"
JAE Europe Ltd.,"Itterpark 5, 40724 Hilden, Germany",,http://www.jae.com,Sales@jae.co.uk,Antennas
J.A.M.E.S GmbH,"Willy-Messerschmitt-Str. 3, 82024 Taufkirchen, Germany",,https://www.j-ames.com/,contact@j-ames.com,"Printed, flexible passive components, Printed, flexible antennas, Other printing processes, Encapsulation"
"Jantek Electronics Co., Ltd.","No. 7, Alley 7, Lane 211, Junxing St. Shulin, New Taipei City 23866, Taiwan",,http://www.jantek-elec.com.tw,natasha@jantek-elec.com.tw,"Common mode chokes, Inductor cores, pressed cores, Aircore coils, SMD inductors, Multilayer inductors, Inductors, miscellaneous, Fixed inductors"
JANtronic GmbH,"Plauener Str. 163-165, 13053 Berlin, Germany",+49 170 2968367,https://www.jantronic.com,jp@jantronic.com,"Power Electronics and Energy Technology (PE), Smart Grids/Smart Energy (SE), Microprocessors (see Embedded systems), Controller ICs, analog, ICs for analog / linear tasks, miscellaneous, Mixed-mode ASICs"
Jason Electronics Technology Limited,"109 Shiwan Avenue, Shi Wan Town, BoLuo County, 516727 Huizhou, China",,https://www.jason-tw.com,jason@jason-tw.com,Potentiometer and resistive sensor elements
Jasonic Technology Limited,"Guanghui Ind. Zone, Dongcheng Tech. Park, Dongcheng, 523000 Dongguan, China",+86 139 25594232,http://www.jasonictech.com,zhang@jasonictech.com,"LCD displays, passive (STN, DSTN), LCD displays, active (TFT), OLED displays, Touch panel"
Jauch Quartz GmbH,"In der Lache 24, 78056 Villingen-Schwenningen, Germany",,http://www.jauch.com,info@jauch.com,"Accumulators, up to 50 Ah, Primary elements and batteries, Smart batteries, Power management systems, Batteries, NiMH, Batteries, lithium, Backup power supplies, Certification, product"
"Java Technologies Co., Ltd.","7F, No. 516, Da-An Road., Shu-Lin Dist.,, New Taipei City 23849, Taiwan",,https://www.java-tech.com.tw,sales@java-tech.com.tw,"Automation (A), Power Electronics and Energy Technology (PE), Configured cable / connector combinations for industrial electronics, Configured cable / connector combinations for consumer electronics, Wire harnesses, Computer cables, configured"
jb Capacitors Company Limited,"Flat I, 4/F, Dormind Industrial Building, 13 Yip Fung Street, Fanling, New Territories, Hong Kong (Special Administrative Region)",,https://www.jbcapacitors.com,info@jbcapacitors.com,"Automation (A), Power Electronics and Energy Technology (PE), Aluminum electrolytic capacitors, Film capacitors, Ceramic capacitors, SMD capacitors"
JBC Soldering SL,"c./ Ramón y Cajal, 3, 08750 Molins de Rei (Barcelona), Spain",,https://www.jbctools.com,europe@jbctools.com,"Laser welding / cutting, Inductive, Heat, heat distribution, thermal conductivity, Hand tools, Special electronics hand tools, ESD hand tools, ESD benches, Specialized laboratory / test equipment, miscellaneous, Wireless development kits"
"Jebsee Electronics Co., Ltd.","Xinle Rd., South Dist., No. 24-3, Tainan City South 702028, Taiwan",+886 6 2647622,https://www.jebsee.com.tw,sales@jebsee.com.tw,"RF hybrids, Hybrid modules, mixed-signal"
Jelonnek Transformatoren und Wickelgut GmbH,"Röchlingstr. 7, 73447 Oberkochen, Germany",,https://www.jelonnek-trafo.com,a.art@jelonnek-trafo.com,
Jenson Display Group (SUN YAN International Trading Ltd.),"Unit F, 27/F, Maxgrand Plaza, 3 Tsai Yau Street, San Po Kong, Hong Kong (Special Administrative Region)",,http://www.jensondisplay.com,sales@jensondisplay.com,"LCD displays, passive (STN, DSTN), LCD displays, active (TFT)"
JetPCB.com,"6F-4, No.200, Gang-Qian Rd., Taipei 11494, Taiwan",,http://eu.jetpcb.com/,sales@jetpcb.com,"PCBs with blind and buried vias, HDI PCBs, PCBs with thick copper, High frequency PCBs"
"JHDLCM Electronics Co., Ltd.","Rm. 502, Bldg. J & Fl. 4 of Bldg. D, Licheng Sci. &Tech. Ind. Area, Xinhe Str., Shajing Sub-Dist., Bao'an Dist., 518104 Shenzhen, China",+86 133 16894211,http://www.jhdlcm.com.cn,alicewang@jhdlcm.com,"LCD displays, passive (STN, DSTN)"
"Jia Hui Wish (Zhejiang) Smart Electric Co., Ltd.","No. 376, Ninghe Rd., Yinzhou Dist., 315000 Ningbo, China",+86 177 57424621,http://www.zjjhcable.com,fankee_fang@zjjhcable.com,"Powercords, Photovoltaic connectors, Customized cables, Halogen-free cables"
Jianghai Europe Electronic Components GmbH,"Uerdinger Str. 95, 47799 Krefeld, Germany",,https://www.jianghai-europe.com,info@jianghai-europe.com,"Electro-Mobility (E), Power Electronics and Energy Technology (PE), Aluminum electrolytic capacitors, Film capacitors, SMD capacitors, Ultra capacitors"
"Jiangmen Hongli Energy Co., Ltd.","9 Bldg., No. 82 Xin Nan Rd., Tangxia Town, Pengjiang Dist., 529000 Jiangmen, China",+86 133 80989725,http://www.holith.com,sale@holith.com,"Primary elements and batteries, Batteries, lithium"
"Jiangsu Allfavor Intelligent Circuits Technology Co., Ltd.","No. 7, Kongjia Rd., Lishui Economic Development Zone, 211200 Nanjing, China",+86 15818620328,http://www.allfavorpcb.com,sophie@allfavorpcb.com,"HDI PCBs, Flexible circuits, High frequency PCBs, PCBs, other"
"Jiangsu Baici Electronics Co., Ltd.","No. 88 Baici Rd., Funing Hi-tech Ind. Development Zone, Jiangsu Prov., 224400 Yancheng, China",+86 138 62221000,http://www.baici-mag.com/,sales@baici-mag.com,"Inductor cores, pressed cores, Soft-ferrite products, Magnetic and electro ceramic products, miscellaneous"
"Jiangsu Bright New Light Source Co., Ltd.","No. 180 East Jianjun Rd., 224051 Yancheng, China",+86 186 05152900,http://www.cnboleda.com,liunan@boleda.com,Display interconnection systems / components
"Jiangsu Changjing Electronics Technology Co., Ltd.","13th Fl., C Block, Tengfei Bldg., No. 88 Jiangmiao Rd. Pukou Dist., 211899 Nanjing, China",+86 15 850589842,http://www.jscj-elec.com,yan@jscj-elec.com,"Transient-voltage-suppression diodes (TVS diodes), bipolar transistors (BJTs), Field effect transistors (MOSFETs), IGBTs"
Jiangsu Daotong Electronic Technology Company,"No. 70, Haiyue Rd., Jianghai Str., Chongchuan Dist., Nantong City, 226131 Jiangsu, China",+86 189 15742690,http://www.daotongelec.com/,alex.huang@szrende.com,"Electric motor, Connectors (see electromechanics / system peripherals), Coaxial high-frequency cables, Customized cables"
"Jiangsu Dawha Electronics Co., Ltd.","Chenbao Town Ind. Park, Xinghua City, Jiangsu Prov., 225711 Taizhou, China",+86 135 24080294,http://www.dawha.net,garrett@dawha.net,Soft-ferrite products
"Jiangsu Everstar Electronics Co., Ltd.","2nd Fl., Bldg. A2, SND Nanda Innovation Park, No. 618 Matou West Str., 213300 Liyang, China",+86 18 221317960,http://www.everstarelect.com,vivien_lin@everstarelect.com,"LED display elements, Infrared diodes (IRED), LEDs, IGBT modules"
"Jiangsu H-Fast Electronics Co., Ltd.","No. 8 HongDa Rd., High-tech Zone, 224200 DongTai, China",+86 134 82314788,http://www.h-fast.com,cf@h-fast.com,"Copper through-hole PCBs, 3D-MID circuit boards, Bondable PCBs"
Jiangsu Holy Ram Electronics Technology Ltd.,"No. 7, Zhaoyilou Rd., Huai'an Economic Development Zone, 223001 Jiangsu, China",+86 19927558651,http://www.hretech.cn,shuangshuang.wang@hretech.cn,"SMD inductors, Transient-voltage-suppression diodes (TVS diodes), Field effect transistors (MOSFETs)"
"Jiangsu Hongyun Precision Industry Co., Ltd.","No. 7, Guohuai Avenue, Economic Development Zone, Xuyi County, 211700 Huai'an, China",+86 133 12903299,http://www.honger.com.cn,hy@honger.com.cn,"Passive components, miscellaneous"
"Jiangsu Leili Motor Co., Ltd.","No.19 Qianjia Road , Yaoguan Town, Wujin District,, 213000 Changzhou, China",+86 134 01526071,,wxh0966@leiligroup.com,"Drive by wire, Valve controllers"
"Jiangsu Ruc Electronic Technology Co., Ltd.","Ind. Concentration Area of Tianhou Temple Vlg., Wujie Town, Tongzhou Dist., 226300 Nantong, China",+86 15 250659081,http://www.jsruc.cn,wxl@jsruc.cn,"Automation (A), Power Electronics and Energy Technology (PE), Aluminum electrolytic capacitors, Capacitor arrays, High-voltage capacitors, Capacitors, special design"
"Jiangsu Runic Technology Co., Ltd.","20th Floor, Jinqian Building, No. 8 Hongyi Road, Xinwu Distr, 214028 Wuxi, Jiangsu, China",+86 138 06082791,http://www.run-ic.com,bin.wen@run-ic.com,"DC/DC switching regulators, DC/DC converter ICs, Voltage references"
"Jiangsu TSD Electronics Technology Co., Ltd.","No.198, East Chenfeng Road, Yushan Town, 215300 Kunshan, China",,https://www.tsd-tech.com,sales@tsd-tech.com,"EP monitors, EP display elements, LCD monitors, LCD displays, active (TFT)"
"Jiangxi BetterPower New Energy Co., Ltd.","27F, Block A, Digital Innovation Center, Longhua District, 518110 Shenzhen, China",,https://www.betterpower.com.cn,market03@betterpower.com.cn,"Smart batteries, Power management systems, Batteries, NiMH, Batteries, lithium"
"Jiangxi Global Success Circuit Co., Ltd.","Zhouxu Ind. Park, Phase II, Wan'an County Dev. Zone, 343800 Ji'an, China",+86 135 00058488,http://www.gscpcb.cn,chan.henry@gscpcb.cn,"Copper through-hole PCBs, Plated through-hole PCBs, PCBs with blind and buried vias"
"Jiangxi Huaersheng Technology Co., Ltd.","B402, JieShun ST Center, No. 5, GuangSheng Road 2 LuHu Comm., Str., LongHua Dist., 518000 Shenzhen, China",,http://www.hemlcd.com,sunny@hemlcd.com,"LCD monitors, LCD displays, passive (STN, DSTN), OLED monitors, OLED displays"
"Jiangxi Jinkailai Technology Co., Ltd.","Lutian Ind. Park, Poyang County, Jiangxi Prov., 333100 Shangrao, China",+86 135 87759998,http://www.jinkailai.net,815333059@qq.com,"Healthcare/Wearables (HW), Power Electronics and Energy Technology (PE), Conductive tapes / cloth"
"Jiangxi Nosth PCB Co., Ltd.","#3 Bldg. Longxiang Park, Chengbei Ave., Xinfeng Industrial Park, 314000 Ganzhou, China",+86 133 12966079,http://www.pcbsuper.com,market@pcbsuper.com,"Component insertion, Impedance-controlled PCBs, Large-format PCBs (more than 600 mm)"
"Jiangxi Q&D Circuits Tech Co., Ltd.","Q&D Sci-Tech Park, Lvyuan Rd., Xinfeng, 341699 Ganzhou, China",+86 139 22274569,http://www.qdcircuits.com,sales10@qdcircuits.com.cn,"HDI PCBs, PCBs with thick copper, High frequency PCBs, Optical PCBs"
"Jiangxi Shanxu Precision Circuit Co., Ltd.","Shanxu Ind. Park, West of Tianxi West Rd., Chengxi Ind. Park, Jishui County, Ji'an City, 331600 Jiangxi, China",+86 134 18621911,http://www.shanxugroup.com,jennifer@shanxugroup.com,"Copper through-hole PCBs, Plated through-hole PCBs, PCBs with blind and buried vias, HDI PCBs"
"Jiangxi Weiqi Electric Co., Ltd.","Peiluocheng Rd., Diaoyutai Ind. Area, Pengze, 332000 Jiujaing, China",+86 150 79278912,http://www.wqerelay.com,wqerelay01@wqerelay.com,"Lighting (L), Power Electronics and Energy Technology (PE), Telecommunications relays, Miniature relays"
"Jiangxi Welgao Electronics Co., Ltd.","No. 1 Yongjin Ave., Jinggangshan Economic & Technological Dev. Zone, 343100 Ji'an, China",+86 189 33239068,http://www.welgao.com,wlg-ms@welgaopcb.com,"Copper through-hole PCBs, Plated through-hole PCBs, PCBs with thick copper, Multilayer PCBs, miscellaneous"
"Jiangyin Fuding Communication Equipment Co., Ltd.","1016#, Xicheng Rd., Yuecheng Town, 214404 Jiangyin, China",+86 15 261121162,http://www.fudingchina.com,leitao@chinafuding.com,"Piezoceramic wares, Distance, length, elevation"
"Jiangyin Huilong Electric Heating Appliance Co., Ltd.","No. 28, Runyang Rd., Qingyang Town, 214401 Jiangyin, Jiangsu, China",+86 138 18369538,http://www.hl-js.com,tony@hl-js.com,"Temperature, temperature distribution"
"Jiangyin Huilong Electric Heating Appliance Co., Ltd.","No. 28, Runyang Road, Qingyang Town, 214401 Jiangyin, China",+86 138 18269538,https://www.hl-js.com,hotlong01@hl-js.com,"Heating elements; coils; insulation; vestibule blocks and other Furnace components, Heating; Annealing; Curing Equipment - Furnaces; Conveyors; Ovens; Test Chambers; Heat Treating, Temperature Sensing; Control; Recirculators; Chillers; Heat Exchangers"
"Jiaxing Aoyipu Data Cable Co., Ltd.","No. 6 Shiquan Ind. Park, Haiyan County, 314300 Jiaxing, China",+86 134 56269992,https://www.aypcable.com/,13456269992@163.com,"Internet of Things (IoT) (I), Smart Home/Building/Infrastructure (SH), Configured cable / connector combinations for data technology, Data transmission cables, Shielded cables, LAN assemblies"
"Jiaxing Wintop Imp. & Exp. Co., Ltd.","Rm. 803, Block B, Xiuzhou Chamber of Commerce Bldg., 269 Xinping Rd, Xincheng Str., Xiuzhou Dist., 314000 Jiaxing, China",+86 139 67388926,,vickyxlj@vip.163.com,"Automation (A), Power Electronics and Energy Technology (PE), Injection-molded parts made of plastic, Components made of plastic or rubber, other, Silicone rubber key pads, Silicone keyboards"
"Jia Yi Electronic Co., Ltd.","7 F., No. 8, Ln. 315, Sec. 2, Zhongshan Rd., Zhonghe Dist., New Taipei City 235029, Taiwan",,https://www.jia-yi.com.tw,service@jia-yi.com.tw,"Automotive (AE), Connectors (see electromechanics / system peripherals), Cable assemblies, USB port"
"Jilin Sino-Microelectronics Co., Ltd.","No. 99 Shenzhen Str. High-tech Zone, 132013 Jilin, China",+86 138 43225098,http://www.hwdz.com.cn,baolianhua@hwdz.com.cn,"IGBT modules, IPMs, Field effect transistors (MOSFETs), IGBTs"
Jinghon Electronics Ltd.,"Floor 4, Bldg. No. 9, Xiaweiyuan Industrial Park, Gushu Area, Xixiang Str., Baoan Dist., 518103 Shenzhen, China",+86 15 989302985,http://www.jhcircuits.com,sales@jhcircuits.com,"Copper through-hole PCBs, HDI PCBs, Flex-rigid circuits"
"Jinghui Electronics Technology Co., Ltd.","Foling Industry Zone, JiuTan, Yuanzhou Town, 523016 Huizhou, China",+86 135 28092863,https://www.jinghuidz.cn,market@jinghuidz.cn,"Flexible circuits, Flex-rigid circuits, Micro via PCBs, PCBs on aluminum substrates, High frequency PCBs, Impedance-controlled PCBs"
"Jiangsu Jinhua Electronics Co., Ltd.","F. 21, B. 2, Haixia Yungu Tech. Park, No. 98 Shuangzha Rd., Jianye Dis., 210019 Nanjing, Jiangsu, China",,http://www.jinhuaelec.com,zy@jinhuaai.com,"LED display elements, LCD displays, active (TFT), Liquid crystal display elements, LEDs"
"Jinn Sheuan Electron Co., Ltd.","No. 7, Lane 575, Xing Feng Rd., Bade Dist.,, Taoyuan City 33449, Taiwan",+886 9 05775053,https://www.jsroc.com.tw/english/,tsai@jsroc.com.tw,
"Jiukuan Precision Hardware Electronics Co., Ltd.","No. 13 Shatouhexin Rd., Chang'an Town, 523850 Dongguan, China",+86 17 825025110,http://www.jcon.com.tw,joseph.lin@jcon.com.tw,"5G/6G (G), Internet of Things (IoT) (I), Configured cable / connector combinations for telecommunications, Powercords, Round plug-in connectors, Waterproof connectors"
Jiva Materials,"22 Aston Road, Waterlooville, Hampshire PO7 7XJ, Great Britain",,https://www.jivamaterials.com,contact@jivamaterials.com,"Substrates, Conductors, Printed, flexible semiconductors, Other materials"
"Jiya (Langfang) Electronics Co., Ltd.","No.36 Road No.2, Langfang E & T DEV Zone, 065001 Langfang, China",,https://www.jiyadisplay.com/,zhangjianming@jiyalcd.com,"LCD displays, passive (STN, DSTN), LCD displays, active (TFT), Liquid crystal display elements"
JJMicroelectronics (JJM),"1, One-North Crescent, Level 7, 138538 Singapore, China",,https://www.jjm.com,sales.intl@jjm.com,"Power diodes, Opto couplers, Diode / thyristor modules, SCRs, Field effect transistors (MOSFETs), IGBTs"
JLCPCB GmbH,"Bischofstr 101, 47809 Krefeld, Germany",,https://www.jlcpcb.com/,support@jlcpcb.com,
"Joint Great Technology Co., Ltd","Lehui Science and Technology Innovation Center, No.489 Jihua Road, Bantian Community, Bantian Street, Longgang Dist, 518000 Shenzhen, China",,http://joint-great.com/,cathy@jointgreat.cn,"SmartPower components, IGBT modules"
"Jonhon Optronic Technology Co., Ltd.","No.6 Qianjingnan Lu, Luoyang of China (Henan) Pilot Free Trade Zone, 471000 Luoyang, Henan, China",,http://www.jonhon.cn,jonhon@jonhon.cn,"5G/6G (G), Internet of Things (IoT) (I), Charging cables, On-boards chagers, Data connectors (e.g. RJ 45), Customized plug-in connectors"
JOT Automation,"Nuottasaarentie 5, 90400 Oulu, Finland",+49 160 4704391,https://jotautomation.com/,sales@jotautomation.com,"Automation (A), Test fixtures, miscellaneous, High-voltage testers, In-circuit testers, Functional testers"
JOWO - Systemtechnik AG,"Lange Wand 12, 27753 Delmenhorst, Germany",,http://www.jowo.ag,info@jowo.ag,"Electronics for aviation, aerospace and defence (D)"
JSR Micro NV,"Technologielaan 8, 3001 Leuven, Belgium",,http://www.jsrmicro.be,semiconductor@jsrmicro.be,"Photo Resist; Developers & Ancillaries (incl. Adhesion promoter (HMDS); Primer; Anti-Reflective Coat, Spin on glass material, Plating; Electro Chemical Plating for device assembly, CMP; Grind; Lap; Polish; Abrasive materials"
"JS Technology Co., Ltd.","Bldg. E, Jianshi Ind. Park, HuangPu Rd. 52#, Shajing, Baoan, 518125 Shenzhen, China",+86 189 26769753,http://www.pcbasic.com,js@pcbasic.com,"Assembly production, Production services for component construction and equipment manufacturing, miscellaneous, Multilayer PCBs, miscellaneous, Electronics assembly and packaging"
JTAG Technologies BV,"Boschdijk 50, 5612 AN Eindhoven, Netherlands",,https://www.jtag.com,info@jtag.com,"Debuggers, Programming equipment"
JTA Equipment Technology,"34 St. Peters Wharf, Newcastle NE6 1TW, Great Britain",+44 7906 399508,https://www.jta-ltd.com,peterthompson@jta-ltd.com,"Equipment, Nanotechnology Tools, Backgrind; Slicing; Lapping; Polishing Equipment, Wafer Mount; Taping Equipment, Chemical Mechanical Polishing (CMP); Electro Polishing; Mechanical Polishing Equipment"
"Juan Microline Co., Ltd.","Northeast Corner of the Intersection of Chuangye Rd. & Chuangxin Rd., New Materials Industry Park, 727031 Tongchuan, China",+86 137 25568180,http://www.window-group.com,juan@window-group.com,"Battery backup switch ICs, Battery management ICs, DC/DC converter ICs, Power semiconductor modules, miscellaneous"
Junior Kühlkörper GmbH,"Ziegelstraße 68, 58840 Plettenberg, Germany",,https://www.kuehlkoerper.de/,junior@kuehlkoerper.de,"Electronics for railway technology (R), Renewable energies/Photovoltaics (P), Heat sinks, Specialized heat sinks"
JX Advanced Metals Corporation,"The Okura Prestige Tower 10-4, Toranomon 2-chome, Minato-ku, Tokyo 105-8417, Japan",,https://www.jx-nmm.com/english,marius.restle.ka3@jx-nmm.com,"Intermediate / semifinished goods, other"
"JYC Electronic Co., Ltd.","No. 100 DanJie Rd., The Dev. Zone of DanYang City, 212300 Danyang, China",+86 137 75348981,https://www.jyc-elect.com/,sweet@jyc-elect.com,"5G/6G (G), MCX / MMCX connectors, N connectors, SMA connectors, SMB / SMC / SMS connectors"
"Jyh Eng Technology Co., Ltd.","5F, No. 50, Lane 1, Sec. 2, Guodao Rd., Lujhou Dist., New Taipei City 247020, Taiwan",+886 9 39143330,https://je-net.com.tw/,teresa@jyheng.com.tw,"Internet of Things (IoT) (I), Smart Home/Building/Infrastructure (SH), Configured cable / connector combinations for data technology, PCB connection systems, Fiber-optic cables / leads, Fiber-optic multi-fiber connectors"
Kabel Kablo Elemanlari Sanayi ve Ticaret A.S.,"75. Yil OSB Mahallesi M. Zeytinoglu Bulvari No:19, 26110 Eskisehir, Türkiye",+90 533 6804098,http://www.endelgroup.com,oguzhan.balci@endel.com.tr,"Intermediate / semifinished goods, other"
KAGA FEI Europe GmbH,"Robert-Bosch-Str. 25, 63225 Langen, Germany",,https://www.eu.kagafei.com,info@eu.kagafei.com,"AC / DC power supplies, battery charging, DC/DC converter, low power <100W, Transceivers, electro-optical"
"Cixi KAIFENG Electronics Co., Ltd.","No. 4, Zhongyi Road, Xiaolin North Industrial Zone, Cixi, 315300 Ningbo, China",,http://www.nb-kaifeng.com,info@nb-kaifeng.com,"Automation (A), Smart Home/Building/Infrastructure (SH), PCB connectors, PCB terminals, DIL switches, Dial / rotary switches"
"Dongguan KAIHUA Electronics Co., Ltd.","No. 1, Lindong #2 Road, Lincun Center Industrial Area, Tangxia Town, 523000 Dongguan, China",,https://www.kailh.com,willenwu@kailh.com,Microswitches
"Kailyda (HK) Electronics & Technology Co., Ltd.","Unit 1206, 12/F, Peninsula Centre, 67 Mody Road, Tsim Sha Tsui, Kowloon, Hong Kong (Special Administrative Region)",,https://www.byjpcb.com.cn,garylee11@gmail.com,
